tweet_asli,tweet_after_prepros,sentiment
aku cuma ngarep ini timnas indo daya juang bermainnya tinggi. pas kebobolan gol pertama langsung lemes,harap timnas indonesia daya juang main pas bobol gol langsung lemes,Positif
timnas jepang baru saja membantai timnas indonesia empat gol tanpa balas. lagi-lagi belum ada pemain lawan yang bisa membobol gawang samurai biru. https://t.co/eqwytxo1cu,timnas jepang bantai timnas indonesia gol balas lagilagi main lawan bobol gawang samurai biru,Negatif
   ya memang byk tp warga kita ga nutup mata kalo ada yg jelek di olahraga kita. lah ini udh tau timnas segala usianya lg nurun malah comparing with other country,iya warga nutup mata jelek olahraga timnas usia nurun comparing with other country,Negatif
supporter timnas indonesia memang gak semuanya dewasa. ada yang giliran tim menang disanjung setinggi langit. giliran tim kalah dihina dicacimaki sampai kedalam lautan. untungnya mees sangat bijaksana menanggapinya &amp; dengan kedewasaan. mudah-mudahan jadi pelajaran buat kita.,supporter timnas indonesia dewasa gilir tim menang sanjung langit gilir tim kalah hina dicacimaki dalam laut untung mees bijaksana tanggap amp dewasa mudahmudahan ajar,Positif
sorak sorai suporter timnas jepang menggema kala laga indonesia vs jepang berlangsung di sugbk. mereka bernyanyi selama 90 menit. https://t.co/vvfibrmjdu,sorak sorai suporter timnas jepang gema laga indonesia vs jepang sugbk nyanyi 90 menit,Positif
tp entah sih gw ngerasanya baru skrng kecewa sama permainan timnas,sih ngerasanya kecewa main timnas,Netral
 gk ada yg salah dengan timnas lawan kita memang terlalu kuat,salah timnas lawan kuat,Negatif
   dari awal semuanya setuju klo bisa tahan imbang timnas jepang itu sebuah prestasi tersendiri.. kalaupun malam ini timnas garuda dikalahkan is okay laah,tuju tahan imbang timnas jepang prestasi sendiri malam timnas garuda kalah is okay laah,Negatif
yukk semangatt buat timnas!! kalian udah main bagus hari ini wlp memang perlu ada evaluasi dan ini juga buat pembelajaran kedepan its okeyy buat hari ini karna yg kita tahu lawan kita raja terakhir ygy nippon cahaya asia. intinyaa tetap napak bumi siapapun lawannya,yuk semangat timnas main bagus wlp evaluasi ajar depan its okeyy lawan raja ygy nippon cahaya asia intinyaa napak bumi lawan,Positif
 mpek kiamat pun aku akan tetap dukung timnas un,mpek kiamat dukung timnas un,Netral
  sok tau ga pernah nonton timnas dari jaman dulu timnas pas butut ya selalu banyak penontonnya,sok tonton timnas jaman timnas pas butut iya tonton,Negatif
sayang timnas banyak banyak kalian yang masuk line up dan tidak masuk sama sama hebat makasih udah dan masih memperjuangkan indonesia membanggakan indonesia ï¸,sayang timnas masuk line up masuk hebat terima kasih juang indonesia bangga indonesia,Netral
 #funfact timnas senior sejak 2024 belum pernah menang sama sekali melawan negara selain asean https://t.co/urlyz0vc1f,timnas senior 2024 menang lawan negara asean,Negatif
maaf tp jujur mending #styout deh. gue ngikutin timnas kok dr dulu juga tp strategi dan keputusan sty tuh selalu blunder disaat urgent. dan itu ada pemain kek eliano kok ga main ??? minimal cadangan ?? kenapaa ???? pak erick tohir mohon pertimbangkan untuk pelatih baru,maaf jujur deh ikut timnas strategi putus sty tuh blunder saat urgent main kayak eliano main minimal cadang erick tohir mohon timbang latih,Negatif
    coba lah jgn lg lg jkt gbk pdhl stadium diluar jawa bagus hanya perlu sedikit perbaikan dan disediakan akses transportasi yg layak dan terarah homebase timnas itu2 saja dah kaya vietnam ga punya tempat lain,coba jakarta gbk stadium luar jawa bagus baik sedia akses transportasi layak arah homebase timnas itu2 kayak vietnam,Positif
selalu bangga ama timnas aing euyy. fomo fomo tai pada mati aja lah,bangga timnas euyy fomo fomo kotor mati,Netral
   dikatain goblok malah karna dia maju buat buka peluang soalnya asnawi gocak gocek gak jelas lini tengah kosong gak ada prof. aneh emang. pokoknya pemain timnas gak boleh blunder dikit di mata netizen alay kalo salah dikit aja ya wajib dicaci maki prinsip mereka,katai bodoh maju buka peluang asnawi gocak gocek lini kosong prof aneh pokok main timnas blunder dikit mata netizen norak salah dikit iya wajib caci maki prinsip,Negatif
  justru netizen2 tolol yg ngancurin mimpi timnas buat bisa fight di r3 ini. dah tau sty blunder tpi masih aja di bela2in seolah tak tersentuh. eneg gua,netizen2 tolol ngancurin mimpi timnas fight r3 sty blunder bela sentuh eneg,Netral
 gue bukan fans si eliano tapi buat eliano tenang aja nih pelatih ga akan lama jadi pelatih timnas indo gagal round ini dia bakalan diganti kok.,fan sih eliano eliano tenang latih latih timnas indonesia gagal round ganti,Negatif
lemes ges habis melihat timnas dibantai jepang,lemes ges habis timnas bantai jepang,Negatif
hitung-hitungan poin kelolosan timnas indonesia usai takluk dari jepang jalan garuda masih terbuka https://t.co/1r3fpdankv via ,hitunghitungan poin lolos timnas indonesia takluk jepang jalan garuda buka via,Netral
 kl misal di blg kurang beruntung mungkin ga adil buat para pemain timnas menurut gua udah bagus cm yg perlu di inget 343 itu numpu bgt di dua wing + striker yg benerâ² harus bisa golin aka conversion rate kita msh rendah dan buka ruang buat adanya overlap. yok latihan lg!!,bilang untung adil main timnas bagus 343 numpu banget wing striker golin kenal conversion rate rendah buka ruang overlap yuk latih,Netral
ruud van nistelrooy lagi nganggur layak dicoba utk gantiin sty kelak semua kriteria cocok sm kebutuhan timnas. bahasa 1 frekuensi dg pemain kunci timnas doi striker top di masanya bisa asah daya serang yg jadi titik lemah klw cb/sb/dm kita dah garansi surplus,ruud van nistelrooy kerja layak coba ganti sty kelak kriteria cocok butuh timnas bahasa 1 frekuensi main kunci timnas doi striker top masa asah daya serang titik lemah cbsbdm garansi surplus,Negatif
 taktik sty cuma pake otot siapa yg mau fight pressing sana sini akan jadi anak kesayangan. kalo tenaga bisa diperas maka jaminan masuk dsp. nathan terakhir main agustus di klubnya malah kepake terus di timnas. pemain flamboyan? kelaut aje,taktik sty pakai otot fight pressing anak sayang tenaga peras jamin masuk dsp nathan main agustus klub kepake timnas main flamboyan laut,Negatif
  sejak asian cup sebenarnya ga ada perkembangan timnas kita lolos 16 besar kan peringkat 3 terbaik karena digendong kirgiztan. harus nya sty dipecat waktu itu kebetulan round 2 dia menang lawan vietnam perpanjang lah kontrak. itulah asal muasal nya,asi cup kembang timnas lolos 16 peringkat 3 baik gendong kirgiztan iya sty pecat round 2 menang lawan vietnam panjang kontrak muasal iya,Netral
 gausah bawa2 prancis lagi basi. pemain timnas prancis itu imigran afrika mereka lahir di prancis karir mereka dimulai dr akademi dan klub prancis njer. emang ada imigran di indonesia yg ngerumput di liga 1 terus masuk ke klub tol eropa?,bawa prancis basi main timnas prancis imigran afrika lahir prancis karir akademi klub prancis njer imigran indonesia ngerumput liga 1 masuk klub tol eropa,Negatif
 respect buat supporter timnas jepang masih bersihin sampah sebelum pulanghttps://t.co/obshy2osui,respect supporter timnas jepang bersihin sampah pulang,Negatif
klasemen sementara grup c kualifikasi piala dunia 2026 zona asia kelar laga bahrain vs china: timnas indonesia juru kunci!! https://t.co/ybbnd0pnsu via ,klasemen grup sih kualifikasi piala dunia 2026 zona asia kelar laga bahrain vs china timnas indonesia juru kunci via,Positif
eliano reijnders harus main lawan arab el klemerr sama ragnar harus dicadangin dulu lawan arab. #styout #timnasday,eliano reijnders main lawan arab el klemerr ragnar dicadangin lawan arab,Negatif
 kayanya kontrak sty sekarang jd kontrak terakhir bersama timnas,kayak kontrak sty kontrak timnas,Negatif
  setujuuu rvn harus ngelatih timnas #styout,tuju rvn ngelatih timnas,Netral
yang satu keliatan banget fomo nya yang satu keliatan banget si paling timnas dari dulu nya hadehhh,banget fomo iya banget sih timnas iya hadehhh,Positif
meski malam ini timnas indonesia kalah 4-0 dari jepang namun suporter dan penonton tidak buabar dan menyanyikan lagu tanah airku bersma para pemain timnas #timnasday #timnasindonesia #timnasjepang #gbk #suporterindonesia #sepakbolaindonesia https://t.co/wb4rjd5ihf,malam timnas indonesia kalah 40 jepang suporter tonton buabar nyanyi lagu tanah air bersma main timnas,Negatif
ole belum sumpah wni udah pusing bgt keknya. pr nya di timnas banyak bgt wkwk,ole sumpah wni pusing banget kayak pr iya timnas banget wkwk,Netral
 aku ga pernah nonton tv lagi sih selain timnas main,tonton tv sih timnas main,Negatif
aku hari ini gaa mood timnas indonesia kalah https://t.co/gfqr3ks8bj,mood timnas indonesia kalah,Netral
  lo ngawur!! review lg wkt pildun 2022 kmrn timnas jerman aja bs kalah 1-2 2023 1-4 lo aja racik mie instan dulu gausah ngemeng pecat2.,bicara sembarang review pildun 2022 kemarin timnas jerman kalah 12 2023 14 racik mie instan omong pecat2,Negatif
temen gw ngabarin katanya temen dia yg ntn timnas blm pulang jing,teman ngabarin teman tonton timnas pulang anjing,Negatif
 fans indonesia belum semua paham jepang langganan piala dunia masa mau dikalahkan sma finalis aff. harusnya bersyukur timnas indonesia mainnya sdh bagus. kita tidak boleh kecewa harus bangga apapun hasilnya. bismillah msh ada waktu utk terus membangun tim yg solid.,fan indonesia paham jepang langgan piala dunia kalah final aff syukur timnas indonesia main bagus kecewa bangga apa hasil bismillah bangun tim solid,Positif
  ada bang maroko liga nya kaga wah tp timnas nya mewah. jadi yang bener gimane bang?,abang maroko liga iya timnas iya mewah gimane abang,Netral
untuk supporter timnas gausah bad mood yaa gara2 match malam inj karena goat mudryk pernah berkata jam manusia selalu buru buru jam tuhan selalu tepat waktu,supporter timnas bad mood iya gara-gara match malam inj goat mudryk jam manusia buru buru jam tuhan,Netral
 belajar dan petik pengalaman sebesar2nya dr jepang.. disiplin kerja keras fokus game play yg bagus .. kelak timnas indonesia harus bisa di level itu... kapan lg jg bertarung selapangan dengan endo mitoma minamino koki dll...,ajar petik alam sebesar2nya jepang disiplin kerja keras fokus game play bagus kelak timnas indonesia level tarung lapang endo mitoma minamino koki lain,Positif
 yang harus di salahkan media sosial media dan netizen yang ngehype in timnas kita seolah2 rank 10 besar fifa dan bikin semua org percaya kita bisa masuk piala dunia dengan mudah,salah media sosial media netizen ngehype timnas seolah2 rank 10 fifa bikin orang percaya masuk piala dunia mudah,Netral
 keren banget gak sih dapet momen nyanyi buat timnas walaupun cuma 3 detik...,keren banget sih momen nyanyi timnas 3 detik,Positif
  jeketi kan yang undang pihak timnas njir bukan pihak tv,jeket undang timnas anjing tv,Netral
gokil juga sih program nnton timnas gratis tiket mrt pulang pergi ini,gila sih program tonton timnas gratis tiket mrt pulang pergi,Netral
kalo mainnya kayak tadi mending gausah main aja lawan arab sudah bisa dipastikan bakal kalah lagi #styout #styout #styout #styout #styout #styout #styout #styout,main kayak main lawan arab kalah,Negatif
  bukannya dukung timnas lagi main malah bisa2nya nyesek gara2 pemain naturalisasi ganteng ga masuk line up,dukung timnas main bisa2nya sesak gara-gara main naturalisasi ganteng masuk line up,Negatif
 selalu #makeyourmove timnas indonesia #timnasday yuk ikutan bestie   ,timnas indonesia yuk ikut bestie,Netral
  jepang udh dilevel tinggi mrk paham klo ilang bola lngsung ditempel yg laen nutup lawan biar ga dioper beda klo timnas mrk nunggu bola dioper kmn ma lawan br dikejar itu yg bikin nguras stamina ngejar2 bola terus,jepang level paham hilang bola langsung tempel nutup lawan biar oper beda timnas tunggu bola oper mana lawan kejar bikin nguras stamina ngejar2 bola,Netral
kalo rafael masih jadi striker timnas susah cetak goal sih dia kalo turun terlalu dalem kalo dapet counter attack dia selalu telat krn dia turun terlalu jauh.,rafael striker timnas susah cetak goal sih turun dalem counter attack lambat turun,Negatif
 #funfact tahukah kamu kalo timnas senior indonesia saat piala asia bergulir sampai sekarang hanya menang dari tim dari negara asean,tahu timnas senior indonesia piala asia gulir menang tim negara asean,Negatif
ada aksi menarik perhatiaan saat sebelum laga indonesia vs jepang bergulir. pemain timnas indonesia memayungi pendamping garuda saat hujan mengguyur. https://t.co/wfl2dpxycr,aksi tarik perhatiaan laga indonesia vs jepang gulir main timnas indonesia payung damping garuda hujan guyur,Positif
 ya kan... gue udh bilang dari awal timnas kita masih terlalu muda pemain muda yg mostly blm dapat menit main. mknya si mees sama ole itu mutusin lama soalnya ya begitu hal yg sama gue harap buat raven welber their future is bright i hope fans wont force them until they settle,iya bilang timnas muda main muda mostly menit main sih mees ole putus iya harap raven welber their future is bright i hope fan wont force them until they settle,Negatif
    bener timnas ini selain butuh pemain depan juga butuh dmf. terakhir klok juga udah abis. selebihnya yang tipe petarung cuma ivar. sekalinya absen langsung kerasa impact nya.,timnas butuh main butuh dmf habis lebih tipe tarung ivar sekali absen langsung rasa impact iya,Negatif
   haye selalu engep kalo main di timnas,haye engep main timnas,Netral
anak-anak binaan https://t.co/i8coqxtrla ikut meramaikan laga timnas indonesia vs jepang. mereka diberikan kesempatan untuk terlibat dalam berbagai kegiatan. https://t.co/jutqa6fihj,anakanak bina ramai laga timnas indonesia vs jepang sempat libat giat,Netral
aku ga nonton timnas pas aku liat sg istri jepang ku si kage uda feeling bakal kalah eh bener wkakwka. https://t.co/n82gok5clx,tonton timnas pas lihat sg istri jepang ku sih kage feeling kalah eh wkakwka,Netral
 timnas mah di rcti+ gamasuk vidio soalny (kalo gasalah),timnas mah rcti gamasuk vidio soalny salah,Negatif
  nah mungkin dr pihak panpel krg sigap jd pemain nunggu. kan enak diskusi gini biar g slahpaham &amp; g sengaja jg bs dapet hal yg hrs jg dievaluasi kedepannya. selama sy nnton bola timnas/klub ceremoni after match kdang ada yg lgsg satset ada yg nunggu agak lama krn bbrpa faktor,panpel krg sigap main tunggu enak diskusi biar slahpaham amp sengaja evaluasi depan tonton bola timnasklub ceremoni after match kadang langsung satset tunggu faktor,Negatif
  pengalaman buat timnas indonesia. jepang g mau menurunkan tim lapis menandakan indonesia itu diperhitungkan.,alam timnas indonesia jepang turun tim lapis tanda indonesia hitung,Negatif
 kita terlalu dimanjakan dengan instan sdm kita terlalu kencang diberi dopamin beginian. akhirnya gapernah ditempa untuk berproses liga busuk tp timnas tergenjot dr diaspora yg dipaksa adapt cepat untuk menjadi satu kesatuan demi asa ikut piala dunia,manja instan sdm kencang dopamin tempa proses liga busuk timnas genjot diaspora paksa adapt cepat satu asa piala dunia,Negatif
  gak perlu mengingatkan juga masih ingat kok menang lawan australia dengan golnya komang menang lawan jordan 1-4 menang lawan s.korea dengan adu penalty tapi yg dibahas timnas senior.,menang lawan australia gol komang menang lawan jordan 14 menang lawan skorea adu penalty bahas timnas senior,Netral
minta maaf tuh karena lu gabisa ngarahin lib bikin liga profesional yang established gagal nyelenggarain liga perempuan dan gagal bikin sustain kompetisi kelompok umur. perkara timnas kalahan mah ya emang bukan barang baru ga kaget.,maaf tuh ngarahin lib bikin liga profesional established gagal nyelenggarain liga perempuan gagal bikin sustain kompetisi kelompok umur perkara timnas kalah mah iya barang kaget,Negatif
  atau fans indo yang over ekpektasi ke timnas kita?,fan indonesia over ekpektasi timnas,Netral
   memang bener...semua yg dinaturalisasi itu keinginan pelatih trus yg jadi pertanyaan kenapa eliano gakasuk skema sty padahal proses naturalisasinya juga dikebut unt bisa debut di timnas,benersemua naturalisasi latih eliano gakasuk skema sty proses naturalisasi kebut unt debut timnas,Positif
just be realistic ajalah yanv kali ini kita lawan tuh negara top 15 dunia. jadi wajar kalo misal belum beruntung. yang gak wajar itu yang fomo timnas kalah malah dihujat apalagi ampe nyuruh out,just be realistic aja yanv kali lawan tuh negara top 15 dunia wajar untung wajar fomo timnas kalah hujat nyuruh out,Negatif
tweet ini akan keluar setiap timnas kalah di ronde ketiga ini,tweet timnas kalah ronde tiga,Negatif
 netijen berfikir dg byknya pemain diaspora indonesia udh sehebat spanyol gitu portugal gitu argentina gitu... sadar ya. ini masih proses. g lewat r3 bkn berarti kiamat buat timnas,netijen pikir byknya main diaspora indonesia hebat spanyol portugal argentina sadar iya proses r3 kiamat timnas,Netral
      anying udah timnas kalah lagi punya temen kek taek,anying timnas kalah teman kayak kotor,Negatif
g paham pemain se versatile eliano g bisa masum squad timnas bjir kuch lo jangan aneh2 pliss,paham main versatile eliano masum squad timnas bjir kuch aneh pliss,Netral
 akun sosial media mereka aman kah? gak kena hujatan dari fans timnas kita imbas kekalahan lawan jepang beberapa jam yg lalu? soalnya gua dari kemarin khawatir cuy mereka kena getahnya bahkan dari akun sosmed timnas indonesia umumin line up yg ternyata itu buat penampilan jkt48,akun sosial media aman kah kena hujat fan timnas imbas kalah lawan jepang jam kemarin khawatir cuy kena getah akun sosmed timnas indonesia umumin line up tampil jkt48,Negatif
 sampe kiamat kalau ga mulai benahi akademi dan liga jangan ngimpi bisa sejajar sama korsel jepang atau iran. timnas yang baik didapat dr pembinaan lokal ibarat memetik buah dr tanaman sendiri yg dirawat sndri bukan dr cari di pasar terus beli.,kiamat benah akademi liga mimpi sejajar korsel jepang iran timnas bina lokal petik buah tanam rawat cari pasar beli,Negatif
gimana pengalamannya nonton timnas secara langsung? ,alam tonton timnas langsung,Netral
kelar dihajar jepang erick thohir langsung gelar pertemuan dengan timnas indonesia dan shin tae-yong https://t.co/kinezmboex,kelar hajar jepang erick thohir langsung gelar temu timnas indonesia shin taeyong,Positif
 rud van nesteroy nganggur kenapa et ga coba nego dia kan sama2 dari belanda siapa tau ngerti bahasa pemain2 timnas,rud van nesteroy kerja et coba nego belanda erti bahasa pemain2 timnas,Netral
 apasih coachh belum baik bahkan lu panggil arhan yg di klub pun ga pernah main mana ada sih pemain yg di klub ga pernah main tapi masuk timnas,sih coachh panggil arhan klub main sih main klub main masuk timnas,Negatif
     walaupun kalah kita patut bangga timnas mainnya sudah sangat luar biasa,kalah patut bangga timnas main,Netral
 percuma di tonton jg timnas udh kalah telak,tonton timnas kalah telak,Negatif
 permainan indo dan jepang enak diliat no drama wasitnya adil ini perkara belum waktunya aja menang we will stay with you timnas &amp; pak erickï¸ï¸ðÿ‡®ðÿ‡©ðÿ‡®ðÿ‡©,main indonesia jepang enak no drama wasit adil perkara menang we will stay with you timnas amp erick,Negatif
plan b timnas cuman arhan ajgg,plan b timnas cuman arhan ajgg,Netral
 #nielbalesniel keren banget tadi nonton dari beberapa fancam kenangan berharga pastinya terharu ngeliat kamu bisa berdiri di sana semangat timnas!!! ðÿ‡®ðÿ‡© aamiin paling serius semangat untuk selalu berproses dan berprogres! sleep well onyil ,keren banget tonton fancam kenang harga pasti haru diri semangat timnas amin serius semangat proses progres sleep well onyil,Positif
i'm so proud with my timnas. shit can happen! kalau mau naik level yang gini. masuk r3 aja wow bgt debutan tp bisa bikin pusing tim negara lain. belajar banyak banget tiap pertandingan mau kalah seri menang aku tetap bangga. membuat garuda mendunia let's fly higher garuda!ðÿ‡®ðÿ‡© https://t.co/wt3xs73zxg,im sok proud with my timnas shit happen level masuk r3 wow banget debut bikin pusing tim negara ajar banget tanding kalah seri menang bangga garuda dunia lets fly higher garuda,Positif
  verdonk yg selalu konsisten main bagus dari awal main untuk timnas tier 3? wkwkw,verdonk konsisten main bagus main timnas tier 3 wkwkw,Netral
 alasan sebenarnya karena gak bisa diperas tenaganya. taktik sty cuma pake otot siapa yg mau fight pressing sana sini akan jadi anak kesayangan. nathan terakhir main agustus di klubnya malah kepake terus di timnas.,alas peras tenaga taktik sty pakai otot fight pressing anak sayang nathan main agustus klub kepake timnas,Negatif
 timnas malay cuman keknya dia malu juga punya timnas jelek makanya mau jadi fans nguyen aja,timnas malay cuman kayak malu timnas jelek fan nguyen,Negatif
timnas indonesia digilas jepang 0-4 di kualifikasi piala dunia 2026 zona asia. usai laga kapten jay idzes dan kevin diks orasi depan suporter. https://t.co/cfqqcnuyqp,timnas indonesia gilas jepang 04 kualifikasi piala dunia 2026 zona asia laga kapten jay idzes kevin diks orasi suporter,Positif
knp tiap gue nonton timnas selalu kalah,tonton timnas kalah,Negatif
 anjirttt gatauuu aku jarang ngikutin belio klo lg ga timnas parbet siii,anjirttt gatauuu jarang ikut belio timnas parbet siii,Negatif
capekkkkk anjing kepikiran sama masa depan timnas,capekkkkk anjing pikir timnas,Negatif
 timnas ndek mau bjir wkwk,timnas ndek bjir wkwk,Netral
 chemistry! kata maarten paes setelah debut: sangat beda main di club dan timnas kalo diclub kita latihan dan materi tiap hari jadi kebentuk pola dan chemistry kalo timnas pure skill induvidual (terlehih team ini baru kebentuk dan nambah beberapa pemain),chemistry maarten paes debut beda main club timnas diclub latih materi bentuk pola chemistry timnas pure skill induvidual terlehih team bentuk tambah main,Positif
kayaknya buat lolos pildun indo harus bebenah sdm nya juga.. bisa2nya sebuah grup jepang yg ranking 15 dihate comments gara2 timnas indo kalah dari mereka,kayak lolos pildun indonesia bebenah sdm iya bisa2nya grup jepang ranking 15 dihate comments gara-gara timnas indonesia kalah,Negatif
sudah saatnya timnas indonesia mengganti pelatih kiraâ² siapa cocok? 1. mancini 2. ten hag 3. .. #timnasday #styout,timnas indonesia ganti latih cocok 1 mancini 2 ten hag 3,Netral
  makanya jgn mati dulu kau ya biar bisa liat ntr timnas berjaya,mati iya biar lihat entar timnas jaya,Positif
sebelum tanding bagus gua engga punya ekspektasi tinggi dapet hasil imbang udh bagus minimal dapat point tapi berat ternyata timnas hadapi jepang yg levelnya beda kelas minimal kehadiran lae ole romeny stricker fc-utrecht asal medan beri harapan upgrade gabung timnas di sisa https://t.co/fzgvu3iuea,tanding bagus ekspektasi hasil imbang bagus minimal point berat timnas hadap jepang level beda kelas minimal hadir lae ole romeny stricker fcutrecht medan harap upgrade gabung timnas sisa,Negatif
    ya kali lawan jepang suruh menang pokoknya harus menang harus sadar diri dong itu nggak bisa dibandingin sama jepang jelas masih jauh banged mereka langganan piala dunia kita timnas masih berproses,iya kali lawan jepang suruh menang pokok menang sadar dibandingin jepang banget langgan piala dunia timnas proses,Positif
 harusnya kalau kmrn emang ga urgent buat masukin eliano ke timnas (or maybe he thinks timnas alr had enough lb/rb) hrsnya gausah dulu naturalisasi dia jir.. kasian bgt udh ngerelain passport kewarganegaraan udh di support sm keluarganya malah sama sekali ga masuk lineup,kemarin urgent pasuk eliano timnas maybe he thinks timnas alr had enough lbrb naturalisasi anjing kasihan banget ngerelain passport kewarganegaraan support keluarga masuk lineup,Netral
  tambah kaget sty bilang eliano belum cukup baik buat masuk squad timnaswtf knp di naturalisasi? kenapa masuk garuda calling kemaren?? bjirï¸,kaget sty bilang eliano masuk squad timnaswtf naturalisasi masuk garuda calling kemarin bjir,Negatif
24 today feeling blessed akhirnya bs nonton timnas scr langsung walaupun gagal dpt poin but that s okay! kita curi poin vs arab nnt pokoknya seneng bgt hari ini ketemu org org baik yg mau ngeladenin gue yg nonton sendirian see you on tuesday team (bonus foto sm paes) https://t.co/psrue9lh33,24 today feeling blessed tonton timnas langsung gagal poin but that si okay curi poin vs arab pokok senang banget ketemu orang orang ngeladenin tonton sih you on tuesday team bonus foto paes,Positif
 sebagai fans timnas tentu pengen lihat negara ini ada di wc 2026 bukan ngelihat keharmonisan pemain dengan pelatih yang smakin intim terus di jj in di tiktok padahal ada terget yang lebih besar yang mereka harus capai.,fan timnas pengin lihat negara wc 2026 harmonis main latih intim jj tiktok terget capai,Positif
 orang2 main fm gih biar tau susahnya dan jauhnya skill2 individual pemain timnas,orang main fm gih biar susah jauh skill2 individual main timnas,Negatif
  dri jaman kegelapan yg nonton timnas tetap banyak bg gw gk setuju kalau lo bilang gbk bakal sepi tetap bakal banyak yg dukung timnas mau timnas dalam kondisi apapun,jaman gelap tonton timnas bang tuju bilang gbk sepi dukung timnas timnas kondisi apa,Negatif
memang sih timnas kalah sama jepang. tapi juarsa menang telak untuk menjadikan  sebagai pujaan hati,sih timnas kalah jepang juarsa menang telak jadi puja hati,Negatif
shin tae-yong bicara alasan mencoret eliano reijnders dari skuad timnas indonesia di laga melawan jepang #bolacomid #blcbm #timnasindonesia #shintaeyong #kitagaruda #emilianoreijnders #bolaupdate https://t.co/ovuybc0lkc,shin taeyong bicara alas coret eliano reijnders skuad timnas indonesia laga lawan jepang,Netral
 pemain indo iku kementus. milih main luar negeri buat apa kl nggak pernah dipasang lihat kualitasnya ketika main timnas zonk kan. sdhlah penting main di liga 1 atau liga asean tp dipasang rutin jd inti.pemain itu dihargai krn kualitas bermainnya bukan dmn anda bermain,main indonesia iku tus pilih main negeri pasang lihat kualitas main timnas bodoh sdhlah main liga 1 liga asean pasang rutin intipemain harga kualitas main mana main,Positif
yok disegerakan naturalisasinya biar gak makin meresahkan... https://t.co/qjsihsucbl,yuk segera naturalisasi biar resah,Netral
jepang udah berpuluh2 tahun ngbuild timnas nya indonesia baru memulai. ga berharap bakal menang karna level nya jauh banget. mau kalah mau menang harus tetap di dukung yang penting timnas kita terus berbenah dan tetap konsisten.,jepang berpuluh2 ngbuild timnas iya indonesia harap menang level iya banget kalah menang dukung timnas benah konsisten,Positif
 meskipun timnas kalah tapi umi tetep menang,timnas kalah umi menang,Netral
lu pd jahat bgt ngehujat pemain timnas indonesia mreka udh berjuang mati2 an lho tpi klian cmn bsa caci maki mreka mnimal hargain lah kontol. lu kira jepang sekelas indo? kaga kntol dri pemain aja udh kliatan yg famous dan kelas eropa ada si minamino dan mitoma #timnasday,jahat banget hujat main timnas indonesia juang mati2 an lho cuman caci maki mnimal hargain kontol jepang kelas indonesia kntol main famous kelas eropa sih minamino mitoma,Negatif
 belum baik dimananya dah? eliano ini versatile dan main di klub utama yang berlaga di kasta teratas lho?. stats dia juga ga buruk kog bahkan lebih baik dibanding arhan &amp; marselino. lo boleh ngomong gini kalo skuad timnas se level ian maatsen jay idzes &amp; diks semua. dasar batu,mana eliano versatile main klub utama laga kasta atas lho stats buruk banding arhan amp marselino omong skuad timnas level ian maatsen jay idzes amp diks dasar batu,Negatif
 ini timnas cabang knvb. isinya belandaan semua. coba masukkin erik ten hag cocok itu. tinggal naturalisasi elgasing aja enih,timnas cabang knvb isi banda coba masukkin erik ten hag cocok tinggal naturalisasi elgasing enih,Negatif
 jujur aja ti lebih kesel liat eliano gak masuk squad daripada liat timnas kalah lawan jepang,jujur ti kesel lihat eliano masuk squad lihat timnas kalah lawan jepang,Negatif
 udh sabar bgt nando dari 2006 nonton timnas,sabar banget nando 2006 tonton timnas,Positif
 yah makanya gue pake tanda tanya buat mastiin apa yg dia maksud sekarang or bukan &amp; dia jwab enggak. krena banyak fans jg yg bru nimbrung sepakbola skrg krena timnas maknya gue tnya tkutnya emg mreka gak tau tentang bursa tf itu.,iya pakai tanda mastiin maksud amp fan nimbrung sepakbola timnas maknya tkutnya bursa tf,Negatif
tl msh penuh hujatan timnas. saatnya menghilang dr lane,tl penuh hujat timnas hilang lane,Negatif
lupakan kekalahan timnas malem ini besok jeongnyeon ep 11 bakal tayang.. gue ga sanggupppppp buat berpisah sama mereka fakkk,lupa kalah timnas malam besok jeongnyeon ep 11 tayang sanggupppppp pisah fakkk,Negatif
   tapi pas piala asia timnas lumayan kok bisa ngegolin malah itu rumputnya bagus,pas piala asia timnas lumayan ngegolin rumput bagus,Positif
keknya lu yg kutukan timnas deh un bisa diem ga,kayak kutu timnas deh un diam,Negatif
timnas butuh buzzer pembela sty ga? aing siap bgt nih. bu banget soalnyaaa,timnas butuh buzzer bela sty banget bu banget soalnyaaa,Positif
 intinya timnas kalah 4-0,inti timnas kalah 40,Negatif
timnas diajarin funfootball sama jepang gmn cr maen yg efektif ga capek maen deket2 tmn nyamperin yg pgang bola gerak cari ruang klo bola direbut tutup gerak lwn yg laen liat lwn yg laen tutup sblm dioper jd ga capek kejar2 bola..,timnas ajar funfootball jepang main efektif capek main deket2 teman nyamperin pegang bola gerak cari ruang bola rebut tutup gerak lawan lihat lawan tutup oper capek kejar2 bola,Negatif
plus hubner satu lagi yg kurang menit bermain di klub tapi tetap dipanggil timnas,plus hubner menit main klub panggil timnas,Netral
    lah emang gw ngedukung timnas? malah gw pengen kalah biar sty diganti akwowkwo dongo lu,dukung timnas pengin kalah biar sty ganti akwowkwo dongo,Netral
